"","rules","support","confidence","coverage","lift","count"
"1","{Gemeos= Gemeos} => {Crucifixo=Esteira}",0.0263157894736842,1,0.0263157894736842,3.16666666666667,1
"2","{Gemeos= Gemeos} => {Afundo=Bicicleta}",0.0263157894736842,1,0.0263157894736842,3.16666666666667,1
"3","{Gemeos= Gemeos} => {LegPress=Extensor}",0.0263157894736842,1,0.0263157894736842,2.92307692307692,1
"4","{Crucifixo=Crucifixo} => {Afundo=Afundo}",0.0263157894736842,1,0.0263157894736842,7.6,1
"5","{Crucifixo=Crucifixo} => {Gemeos=Gemeos}",0.0263157894736842,1,0.0263157894736842,6.33333333333333,1
"6","{Crucifixo=Crucifixo} => {LegPress=LegPress}",0.0263157894736842,1,0.0263157894736842,2.71428571428571,1
"7","{Afundo=Gemeos} => {Gemeos=AgachamentoSmith}",0.0526315789473684,1,0.0526315789473684,3.8,2
"8","{Afundo=Gemeos} => {Crucifixo=Esteira}",0.0526315789473684,1,0.0526315789473684,3.16666666666667,2
"9","{Gemeos=Flexor} => {Crucifixo=Esteira}",0.0526315789473684,1,0.0526315789473684,3.16666666666667,2
"10","{Gemeos=Flexor} => {Afundo=Bicicleta}",0.0526315789473684,1,0.0526315789473684,3.16666666666667,2
"11","{Gemeos=Flexor} => {LegPress=Extensor}",0.0526315789473684,1,0.0526315789473684,2.92307692307692,2
"12","{Crucifixo=Gemeos} => {Gemeos=AgachamentoSmith}",0.0526315789473684,1,0.0526315789473684,3.8,2
"13","{Crucifixo=Gemeos} => {Afundo=Bicicleta}",0.0526315789473684,1,0.0526315789473684,3.16666666666667,2
"14","{Crucifixo=Gemeos} => {LegPress=Extensor}",0.0526315789473684,1,0.0526315789473684,2.92307692307692,2
"15","{Crucifixo=Bicicleta} => {Afundo=Afundo}",0.0526315789473684,1,0.0526315789473684,7.6,2
"16","{Crucifixo=Agachamento} => {Gemeos=LegPress}",0.0526315789473684,1,0.0526315789473684,12.6666666666667,2
"17","{Crucifixo=Agachamento} => {Afundo=Afundo}",0.0526315789473684,1,0.0526315789473684,7.6,2
"18","{Crucifixo=Agachamento} => {LegPress=Gemeos}",0.0526315789473684,1,0.0526315789473684,7.6,2
"19","{LegPress=Adutor} => {Gemeos=Agachamento}",0.0789473684210526,1,0.0789473684210526,12.6666666666667,3
"20","{Gemeos=Agachamento} => {LegPress=Adutor}",0.0789473684210526,1,0.0789473684210526,12.6666666666667,3
"21","{LegPress=Adutor} => {Afundo=LegPress}",0.0789473684210526,1,0.0789473684210526,12.6666666666667,3
"22","{Afundo=LegPress} => {LegPress=Adutor}",0.0789473684210526,1,0.0789473684210526,12.6666666666667,3
"23","{LegPress=Adutor} => {Crucifixo=Adutor}",0.0789473684210526,1,0.0789473684210526,12.6666666666667,3
"24","{Crucifixo=Adutor} => {LegPress=Adutor}",0.0789473684210526,1,0.0789473684210526,12.6666666666667,3
"25","{Gemeos=Agachamento} => {Afundo=LegPress}",0.0789473684210526,1,0.0789473684210526,12.6666666666667,3
"26","{Afundo=LegPress} => {Gemeos=Agachamento}",0.0789473684210526,1,0.0789473684210526,12.6666666666667,3
"27","{Gemeos=Agachamento} => {Crucifixo=Adutor}",0.0789473684210526,1,0.0789473684210526,12.6666666666667,3
"28","{Crucifixo=Adutor} => {Gemeos=Agachamento}",0.0789473684210526,1,0.0789473684210526,12.6666666666667,3
"29","{Afundo=LegPress} => {Crucifixo=Adutor}",0.0789473684210526,1,0.0789473684210526,12.6666666666667,3
